iter	RMSE
737	1419.084701
738	1419.016275
739	1418.906145
740	1418.791119
741	1418.616782
742	1418.51724
743	1418.412413
744	1418.312799
745	1418.062824
746	1417.916803
747	1417.810136
748	1417.666149
749	1417.421465
750	1417.297084
751	1417.06976
752	1416.885762
753	1416.716178
754	1416.593751
755	1416.504297
756	1416.21448
757	1416.063691
758	1415.985689
759	1415.815762
760	1415.753263
761	1415.609276
762	1415.200556
763	1415.177503
764	1415.080584
765	1414.962902
766	1414.872318
767	1414.67142
768	1414.375015
769	1414.275463
770	1414.100777
771	1413.951258
772	1413.699754
773	1413.475362
774	1413.368327
775	1413.216538
776	1413.092744
777	1412.972913
778	1412.916153
779	1412.783243
780	1412.591142
781	1412.544822
782	1412.365657
783	1412.17744
784	1412.015957
785	1411.92048
786	1411.287245
787	1411.118304
788	1410.938193
789	1410.803491
790	1410.642851
791	1410.593259
792	1410.522842
793	1410.309347
794	1410.077868
795	1409.917394
796	1409.871003
797	1409.701354
798	1409.53009
799	1409.272422
800	1409.090547
801	1408.978394
802	1408.902195
803	1408.820393
804	1408.564424
805	1408.449772
806	1408.336889
807	1408.258507
808	1408.086241
809	1407.901295
810	1407.734909
811	1407.565171
812	1407.551386
813	1407.436657
814	1407.314921
815	1407.179395
816	1407.033483
817	1406.890035
818	1406.701405
819	1406.606019
820	1406.486735
821	1406.259911
822	1406.080701
823	1406.00093
824	1405.789764
825	1405.568703
826	1405.345608
827	1405.282361
828	1405.146406
829	1404.993
830	1404.785344
831	1404.619797
832	1404.542501
833	1404.335077
834	1404.238279
835	1404.170352
836	1404.101652
837	1403.984984
838	1403.903209
839	1403.762123
840	1403.62016
841	1403.358721
842	1403.045699
843	1402.908916
844	1402.774256
845	1402.597003
846	1402.415712
847	1402.338694
848	1402.239033
849	1402.04553
850	1401.892412
851	1401.802882
852	1401.62805
853	1401.487103
854	1401.332575
855	1401.083216
856	1400.910691
857	1400.820566
858	1400.685179
859	1400.499871
860	1400.166537
861	1400.072278
862	1400.006291
863	1399.913836
864	1399.818267
865	1399.672421
866	1399.526278
867	1399.252108
868	1399.238428
869	1399.092076
870	1398.970228
871	1398.697599
872	1398.636943
873	1398.507759
874	1398.310713
875	1398.125644
876	1397.846713
877	1397.67303
878	1397.564892
879	1397.449958
880	1397.311453
881	1397.09589
882	1396.873554
883	1396.667374
884	1396.554642
885	1396.393714
886	1396.1702
887	1395.997103
888	1395.857249
889	1395.678845
890	1395.46878
891	1395.355032
892	1395.049788
893	1395.04847
894	1394.963842
895	1394.851048
896	1394.735878
897	1394.639152
898	1394.477312
899	1394.30999
900	1394.091155
901	1393.830545
902	1393.687623
903	1393.560226
904	1393.417985
905	1393.177101
906	1393.051762
907	1393.013965
908	1392.824444
909	1392.708038
910	1392.664666
911	1392.524767
912	1392.287725
913	1392.039124
914	1391.927382
915	1391.792094
916	1391.688214
917	1391.566551
918	1391.506666
919	1391.428563
920	1391.307715
921	1391.189048
922	1391.038414
923	1390.910556
924	1390.715085
925	1390.402006
926	1390.279926
927	1390.180777
928	1389.997104
929	1389.812691
930	1389.631196
931	1389.4914
932	1389.330787
933	1389.165636
934	1389.070235
935	1388.916182
936	1388.854329
937	1388.740323
938	1388.614407
939	1388.54145
940	1388.353091
941	1388.21847
942	1388.097559
943	1387.935962
944	1387.878249
945	1387.765679
946	1387.666547
947	1387.467841
948	1387.350703
949	1387.323612
950	1387.135154
951	1387.050814
952	1386.866628
953	1386.685718
954	1386.409512
955	1386.250604
956	1385.923639
957	1385.811967
958	1385.626592
959	1385.468945
960	1385.351737
961	1385.225567
962	1385.155072
963	1385.123099
964	1385.012331
965	1384.806394
966	1384.663178
967	1384.562326
968	1384.362839
969	1384.173274
970	1384.049318
971	1383.911921
972	1383.874699
973	1383.758828
974	1383.678314
975	1383.666637
976	1383.520494
977	1383.378915
978	1383.24122
979	1383.034674
980	1382.913071
981	1382.785584
982	1382.656317
983	1382.567651
984	1382.384489
985	1382.310175
986	1382.204456
987	1382.112849
988	1382.03658
989	1381.907519
990	1381.679761
991	1381.667044
992	1381.544364
993	1381.492195
994	1381.278089
995	1381.229459
996	1381.061067
997	1381.010725
998	1380.901803
999	1380.796466
