iter	Passed	Remaining
562	1271	987
563	1272	984
564	1274	981
565	1285	985
566	1286	982
567	1287	979
568	1288	976
569	1290	973
570	1292	970
571	1293	967
572	1294	964
573	1295	961
574	1297	958
575	1299	956
576	1301	953
577	1302	950
578	1303	947
579	1304	944
580	1305	941
581	1307	939
582	1317	942
583	1322	941
584	1324	939
585	1325	936
586	1327	933
587	1328	930
588	1330	928
589	1332	925
590	1333	922
591	1334	919
592	1335	916
593	1336	913
594	1338	911
595	1341	909
596	1349	910
597	1351	908
598	1352	905
599	1355	903
600	1361	903
601	1363	901
602	1364	898
603	1365	895
604	1366	892
605	1368	889
606	1369	886
607	1370	883
608	1371	880
609	1372	877
610	1374	874
611	1376	872
612	1378	870
613	1379	867
614	1380	864
615	1381	861
616	1385	860
617	1388	858
618	1391	856
619	1393	853
620	1394	850
621	1395	847
622	1396	845
623	1397	842
624	1398	839
625	1400	836
626	1401	833
627	1402	830
628	1403	827
629	1405	825
630	1406	822
631	1407	819
632	1408	816
633	1409	813
634	1410	810
635	1412	808
636	1413	805
637	1415	802
638	1416	800
639	1417	797
640	1418	794
641	1420	792
642	1421	789
643	1422	786
644	1423	783
645	1424	780
646	1426	778
647	1427	775
648	1428	772
649	1429	769
650	1431	767
651	1432	764
652	1433	761
653	1435	759
654	1436	756
655	1437	753
656	1438	751
657	1440	748
658	1441	745
659	1442	743
660	1443	740
661	1444	737
662	1446	735
663	1447	732
664	1448	729
665	1450	727
666	1451	724
667	1452	721
668	1453	719
669	1454	716
670	1455	713
671	1457	711
672	1459	709
673	1460	706
674	1461	703
675	1462	701
676	1463	698
677	1465	695
678	1466	693
679	1468	690
680	1469	688
681	1470	685
682	1471	682
683	1473	680
684	1474	677
685	1475	675
686	1477	672
687	1478	670
688	1479	667
689	1480	665
690	1481	662
691	1482	659
692	1484	657
693	1485	654
694	1486	652
695	1487	649
696	1488	647
697	1489	644
698	1490	642
699	1492	639
700	1493	636
701	1494	634
702	1495	631
703	1497	629
704	1498	626
705	1499	624
706	1500	621
707	1501	619
708	1502	616
709	1504	614
710	1505	611
711	1506	609
712	1508	607
713	1509	604
714	1510	602
715	1511	599
716	1512	597
717	1514	594
718	1515	592
719	1516	589
720	1517	587
721	1518	584
722	1520	582
723	1521	579
724	1522	577
725	1523	575
726	1524	572
727	1526	570
728	1527	567
729	1528	565
730	1529	562
731	1530	560
732	1531	558
733	1533	555
734	1534	553
735	1535	550
736	1536	548
737	1537	545
738	1538	543
739	1540	541
740	1541	538
741	1542	536
742	1543	534
743	1545	531
744	1546	529
745	1547	526
746	1548	524
747	1549	522
748	1550	519
749	1552	517
750	1553	514
751	1554	512
752	1555	510
753	1556	507
754	1557	505
755	1558	503
756	1560	500
757	1561	498
758	1562	496
759	1563	493
760	1564	491
761	1565	489
762	1566	486
763	1567	484
764	1569	482
765	1570	479
766	1571	477
767	1572	475
768	1574	472
769	1575	470
770	1576	468
771	1577	465
772	1579	463
773	1580	461
774	1581	459
775	1582	456
776	1583	454
777	1584	452
778	1585	449
779	1588	447
780	1589	445
781	1590	443
782	1591	441
783	1592	438
784	1594	436
785	1595	434
786	1596	432
787	1597	429
788	1598	427
789	1599	425
790	1600	423
791	1602	420
792	1603	418
793	1604	416
794	1606	414
795	1607	411
796	1608	409
797	1609	407
798	1611	405
799	1612	403
800	1613	400
801	1614	398
802	1615	396
803	1617	394
804	1618	391
805	1619	389
806	1620	387
807	1621	385
808	1622	383
809	1623	380
810	1626	379
811	1627	376
812	1628	374
813	1630	372
814	1631	370
815	1633	368
816	1634	366
817	1636	364
818	1637	361
819	1640	360
820	1641	357
821	1643	355
822	1644	353
823	1645	351
824	1651	350
825	1659	349
826	1660	347
827	1661	345
828	1665	343
829	1675	343
830	1677	341
831	1679	339
832	1684	337
833	1690	336
834	1692	334
835	1693	332
836	1694	329
837	1696	327
838	1698	326
839	1700	323
840	1701	321
841	1702	319
842	1703	317
843	1705	315
844	1710	313
845	1717	312
846	1718	310
847	1720	308
848	1721	306
849	1722	304
850	1724	301
851	1725	299
852	1727	297
853	1728	295
854	1730	293
855	1731	291
856	1732	289
857	1742	288
858	1747	286
859	1748	284
860	1750	282
861	1755	281
862	1764	280
863	1770	278
864	1777	277
865	1778	275
866	1779	272
867	1781	270
868	1785	269
869	1789	267
870	1793	265
871	1794	263
872	1795	261
873	1797	259
874	1802	257
875	1806	255
876	1809	253
877	1811	251
878	1812	249
879	1817	247
880	1825	246
881	1827	244
882	1828	242
883	1835	240
884	1840	239
885	1843	237
886	1851	235
887	1855	234
888	1856	231
889	1857	229
890	1859	227
891	1866	226
892	1869	223
893	1870	221
894	1871	219
895	1872	217
896	1874	215
897	1875	212
898	1876	210
899	1877	208
900	1878	206
901	1880	204
902	1881	202
903	1882	199
904	1883	197
905	1884	195
906	1886	193
907	1887	191
908	1888	189
909	1889	186
910	1891	184
911	1894	182
912	1895	180
913	1896	178
914	1897	176
915	1898	174
916	1899	171
917	1900	169
918	1902	167
919	1903	165
920	1904	163
921	1905	161
922	1907	159
923	1908	156
924	1909	154
925	1910	152
926	1912	150
927	1913	148
928	1914	146
929	1915	144
930	1917	142
931	1918	139
932	1919	137
933	1920	135
934	1922	133
935	1924	131
936	1925	129
937	1926	127
938	1929	125
939	1930	123
940	1932	121
941	1933	119
942	1934	116
943	1935	114
944	1936	112
945	1940	110
946	1941	108
947	1942	106
948	1945	104
949	1947	102
950	1948	100
951	1949	98
952	1950	96
953	1952	94
954	1958	92
955	1965	90
956	1966	88
957	1967	86
958	1980	84
959	1981	82
960	1982	80
961	1984	78
962	1997	76
963	2000	74
964	2002	72
965	2004	70
966	2005	68
967	2006	66
968	2010	64
969	2011	62
970	2013	60
971	2014	58
972	2016	55
973	2017	53
974	2023	51
975	2027	49
976	2029	47
977	2033	45
978	2040	43
979	2042	41
980	2044	39
981	2045	37
982	2051	35
983	2057	33
984	2058	31
985	2059	29
986	2061	27
987	2066	25
988	2076	23
989	2078	20
990	2083	18
991	2089	16
992	2091	14
993	2092	12
994	2094	10
995	2099	8
996	2106	6
997	2108	4
998	2110	2
999	2114	0
