iter	RMSE
445	19.44655784
446	19.44231934
447	19.43706535
448	19.43185628
449	19.42825141
450	19.41910966
451	19.40950079
452	19.40316369
453	19.39882889
454	19.39164151
455	19.3818117
456	19.37787961
457	19.37252582
458	19.36520872
459	19.36287111
460	19.35894358
461	19.35012076
462	19.34412206
463	19.33925297
464	19.33684388
465	19.32711501
466	19.32299746
467	19.31989231
468	19.31395354
469	19.30931458
470	19.30014462
471	19.29063639
472	19.28565394
473	19.2787859
474	19.27513486
475	19.26954234
476	19.26655472
477	19.25791315
478	19.24889863
479	19.24521568
480	19.24024168
481	19.23247258
482	19.2259642
483	19.22293072
484	19.22003685
485	19.21588765
486	19.21157697
487	19.20309063
488	19.19877775
489	19.19383363
490	19.18745849
491	19.18087651
492	19.17276762
493	19.16500414
494	19.16005735
495	19.15699426
496	19.15426053
497	19.14822292
498	19.14338526
499	19.14046649
500	19.13484285
501	19.13062851
502	19.12181623
503	19.1158721
504	19.1078651
505	19.10490855
506	19.10133286
507	19.09518759
508	19.09152132
509	19.08398424
510	19.07778346
511	19.07305676
512	19.06958758
513	19.06372649
514	19.06114732
515	19.05662423
516	19.05377577
517	19.04850583
518	19.04156193
519	19.03690969
520	19.03223234
521	19.02573801
522	19.02216194
523	19.01922015
524	19.01601386
525	19.01280466
526	19.00767228
527	19.0041641
528	19.00077776
529	18.99788414
530	18.99328446
531	18.99004633
532	18.98639056
533	18.98131007
534	18.97656831
535	18.97311252
536	18.96968439
537	18.96725553
538	18.96020375
539	18.9558568
540	18.94909695
541	18.9449145
542	18.93718975
543	18.93226839
544	18.92929153
545	18.92575717
546	18.92035272
547	18.91087151
548	18.90779166
549	18.90410971
550	18.89648943
551	18.89475038
552	18.8923552
553	18.88514793
554	18.88062097
555	18.87769859
556	18.8743267
557	18.86908852
558	18.86357463
559	18.86193048
560	18.8564052
561	18.85427206
562	18.84825671
563	18.8441976
564	18.83744462
565	18.83325111
566	18.82877188
567	18.82677558
568	18.82518189
569	18.81810082
570	18.81406912
571	18.81087349
572	18.80653272
573	18.8024967
574	18.8005918
575	18.79744276
576	18.79331088
577	18.78689876
578	18.78394064
579	18.77930695
580	18.77650185
581	18.77127742
582	18.76616779
583	18.76441859
584	18.75425583
585	18.74875823
586	18.74496336
587	18.74123486
588	18.73744124
589	18.73086386
590	18.72624073
591	18.72388604
592	18.71992585
593	18.7141609
594	18.70928377
595	18.70693009
596	18.70490294
597	18.70324455
598	18.69447649
599	18.68813561
600	18.68427051
601	18.67827526
602	18.67205021
603	18.67056027
604	18.66765048
605	18.66198309
606	18.65977963
607	18.65287756
608	18.64717831
609	18.6439319
610	18.6393466
611	18.63272223
612	18.63022358
613	18.62441127
614	18.62003313
615	18.61281326
616	18.60807516
617	18.60492036
618	18.59991663
619	18.59573263
620	18.59365358
621	18.58814734
622	18.58448092
623	18.58094623
624	18.57522882
625	18.57278968
626	18.57013774
627	18.56504428
628	18.56301593
629	18.55889262
630	18.55639832
631	18.55493901
632	18.55219116
633	18.54912591
634	18.54337054
635	18.54194291
636	18.53420299
637	18.5284883
638	18.52538485
639	18.52297351
640	18.51717934
641	18.51169605
642	18.50704971
643	18.50164345
644	18.49805247
645	18.49497941
646	18.49254496
647	18.4904438
648	18.48707629
649	18.48180294
650	18.48015581
651	18.47641566
652	18.47373686
653	18.46452714
654	18.45960216
655	18.45812039
656	18.45420015
657	18.44949237
658	18.44457435
659	18.43841353
660	18.43481122
661	18.43338994
662	18.43099074
663	18.42712395
664	18.42484
665	18.42005083
666	18.41722501
667	18.41546708
668	18.41138917
669	18.40889456
670	18.40545836
671	18.40196633
672	18.39994844
673	18.39675879
674	18.39295529
675	18.39153602
676	18.38952273
677	18.38506992
678	18.38145271
679	18.37876011
680	18.3756143
681	18.37462237
682	18.37165378
683	18.36775126
684	18.36090825
685	18.35612911
686	18.35261646
687	18.3480735
688	18.34523367
689	18.34085005
690	18.33827074
691	18.3362718
692	18.33172649
693	18.32721672
694	18.32496894
695	18.31965335
696	18.31488381
697	18.31377842
698	18.31270445
699	18.30977409
700	18.30544246
701	18.30116341
702	18.29774666
703	18.29450419
704	18.29239776
705	18.28904397
706	18.28398164
707	18.27622063
708	18.27373157
709	18.27266931
710	18.27095884
711	18.26756816
712	18.26263661
713	18.25930977
714	18.2567278
715	18.25249801
716	18.24858052
717	18.24645264
718	18.24412495
719	18.24260072
720	18.23827584
721	18.23526737
722	18.22900464
723	18.22656312
724	18.22508561
725	18.22155632
726	18.21711406
727	18.21517189
728	18.21405735
729	18.21186629
730	18.20595416
731	18.20305844
732	18.19809459
733	18.19605364
734	18.19332317
735	18.19178557
736	18.19032429
737	18.1857886
738	18.18484115
739	18.18303817
740	18.17929286
741	18.17427503
742	18.17235857
743	18.16866681
744	18.16512463
745	18.16128257
746	18.16031961
747	18.15725845
748	18.15512324
749	18.15055765
750	18.14748384
751	18.14395247
752	18.1396558
753	18.13682122
754	18.13530979
755	18.13193521
756	18.1247353
757	18.12147679
758	18.11387495
759	18.11231953
760	18.10808696
761	18.10513481
762	18.10248157
763	18.10084672
764	18.09873137
765	18.09274305
766	18.09151394
767	18.0886452
768	18.08663134
769	18.08245801
770	18.07844409
771	18.07448843
772	18.07033959
773	18.06702428
774	18.06376833
775	18.05961293
776	18.05466742
777	18.05100004
778	18.04690946
779	18.04310741
780	18.04052729
781	18.03646088
782	18.03280743
783	18.02884168
784	18.02510936
785	18.01867144
786	18.01622847
787	18.01270722
788	18.01070259
789	18.0041837
790	18.00229779
791	18.00140428
792	17.99705481
793	17.99620545
794	17.99288394
795	17.98649208
796	17.98467577
797	17.98094814
798	17.97626944
799	17.9719596
800	17.96997627
801	17.96300462
802	17.9602421
803	17.95786316
804	17.95672157
805	17.95239267
806	17.94890093
807	17.94451138
808	17.94070304
809	17.93595265
810	17.93466569
811	17.93165331
812	17.9281038
813	17.92655286
814	17.92334954
815	17.92129922
816	17.91792788
817	17.91147567
818	17.90859212
819	17.90676764
820	17.90564071
821	17.90321873
822	17.90150009
823	17.89684736
824	17.89506759
825	17.89007979
826	17.88624604
827	17.88287046
828	17.8814664
829	17.87526317
830	17.87330312
831	17.86943335
832	17.86559201
833	17.86417556
834	17.8614377
835	17.85585569
836	17.85130492
837	17.8479554
838	17.84483802
839	17.84228547
840	17.83814606
841	17.83715281
842	17.83573477
843	17.83178741
844	17.82843784
845	17.82490018
846	17.82149589
847	17.81805164
848	17.8144904
849	17.80818153
850	17.80605789
851	17.80459378
852	17.80144096
853	17.80043665
854	17.79774497
855	17.79416477
856	17.79030481
857	17.78778884
858	17.78373974
859	17.78117319
860	17.77849784
861	17.77260657
862	17.76934308
863	17.76708372
864	17.76417021
865	17.76056386
866	17.75584046
867	17.75256202
868	17.74844062
869	17.74607848
870	17.74287474
871	17.73670568
872	17.73618305
873	17.73239733
874	17.72832818
875	17.72615334
876	17.72374422
877	17.71917526
878	17.7161642
879	17.71404796
880	17.7097539
881	17.70683323
882	17.69989502
883	17.69651225
884	17.69113959
885	17.68802536
886	17.6872138
887	17.68405481
888	17.68055878
889	17.67758871
890	17.6759614
891	17.67497886
892	17.67189297
893	17.66892247
894	17.66661225
895	17.66246989
896	17.66189378
897	17.65736254
898	17.65430568
899	17.65110466
900	17.64948416
901	17.64704825
902	17.64442103
903	17.64377878
904	17.63899697
905	17.63719568
906	17.63471575
907	17.63099417
908	17.6294816
909	17.6267548
910	17.62450194
911	17.62137316
912	17.61841752
913	17.6162208
914	17.61510067
915	17.61302235
916	17.61126101
917	17.60851259
918	17.60705603
919	17.60119176
920	17.59923427
921	17.59524152
922	17.59231247
923	17.58934419
924	17.58765325
925	17.58521596
926	17.58372306
927	17.57956613
928	17.57598082
929	17.57325262
930	17.56969523
931	17.56277992
932	17.55929002
933	17.55701422
934	17.55434947
935	17.55163872
936	17.54897186
937	17.54529105
938	17.54357237
939	17.5411618
940	17.54004668
941	17.53722827
942	17.53611016
943	17.53334658
944	17.53060579
945	17.5301125
946	17.52696074
947	17.52383555
948	17.51968621
949	17.51752814
950	17.51436812
951	17.5098092
952	17.50778662
953	17.50238975
954	17.5003468
955	17.49817977
956	17.49552993
957	17.4923115
958	17.489143
959	17.48665188
960	17.48154318
961	17.47898598
962	17.47740069
963	17.47484949
964	17.47186483
965	17.46788643
966	17.46154445
967	17.45927395
968	17.45507786
969	17.45347462
970	17.45159956
971	17.45066713
972	17.44660805
973	17.4426005
974	17.440489
975	17.43948251
976	17.43814024
977	17.43211913
978	17.42976982
979	17.42679939
980	17.42606373
981	17.42332606
982	17.42091553
983	17.41792479
984	17.41258142
985	17.41042715
986	17.40870062
987	17.40712497
988	17.40402087
989	17.39915016
990	17.39536678
991	17.39236476
992	17.38954245
993	17.38708873
994	17.38456853
995	17.37900909
996	17.3747675
997	17.37175778
998	17.37066148
999	17.36842089
